Title,Description
省十二届人大三次会议开幕侧记,【省十二届人大三次会议开幕侧记】春潮澎湃处，扬帆奋进时。1月28日，成都锦江大礼堂，省十二届人大三次会议开幕。承载着全省人民的重托，800多名省人大代表聚集于此，为改革发展建言，为百姓民生献策，共同描绘四川更加美好的蓝图。
看Kakao如何做到寻求收入渠道多元化‘游戏大观,在探索商业模式上，KakaoTalk正在摸着石头过河，尝试演变成新兴的服务平台。Lee表示：“我们正在尝试不同的事物和服务，也许这就是一种所谓的生存本能。”并非公司所有的设想都能实现创收，但是其中至少有三个业务目前可以提供稳定的收益。
页游市场的淘汰论‘游戏大观,“页游市场用户数已接近饱和，用户获取难度进一步加大。行业集中度向一线平台倾斜，二线平台则固守原有份额。”裁判员做久了，不满足于分配权带来的那点收益，利用天时地利人和的优势兼着去做运动员，是中国“平台”们的必经之路：研发运营一体化的产业模式。
手游开发商如何提高用户参与度？‘游戏大观,创造一个持续成功的游戏不是只靠用户的黏性就能做到。提高并维护用户参与度才是让你的游戏更受欢迎的秘诀。成功并没有一个固定的公式，尤其是在不同类别的不同游戏之间，但一些好的建议是我们永远都可以参考的：1.注重游戏核心内容...
D2C张晓雷:解读《海贼幻想》收入表现‘游戏大观,今天IOS游戏畅销榜上排名前10的游戏中，2款是纯正日本卡牌，4款是借鉴日本卡牌，其余是中国特色游戏。对目前游戏产品来说，次日留存、付费率这些数据就是决定一个游戏存活乃至成功的最大命脉。今天说的恰恰是一个数据很难看的“反面教材”
油价连跌：纳税人被征了税被上了课,结论成立的必要前提，就是中国消费者都是钢心铁肺，他们不呼吸自己过度消费成品油而污染了的空气，他们不心疼自己荷包里那点辛辛苦苦挣来的人民币，他们有点钱就任性……呵呵，中国消费者，你们有这么不懂事么？@光明网评论员文章
从“跨区域用盐”审视取消盐业专营的必要性,河南新郑市民用郑州盐，而被认定为“跨区域用盐”并处以罚款。一边是对“跨区域用盐”处罚在政策层面的貌似有理有据，而一边则在舆论场中沦为闹剧和笑话。从根本上说，其所指向的伤害本源仍在于盐业专营制度。@光明网评论员文章
移动互联网创业者的三大误区,1、小而美=产品简单。产品首先做到的不仅是可用，更要考虑用户后期粘性；2、垂直细分=冷门市场。创业者创业项目的切入最好避开与大公司直接竞争，但不等于冷门；3、学习时间多于实践。花太多时间学习看得见摸不着的新技能，不如实践解决企业问题
佳兆业发家史：起家烂尾楼掘金旧改,以烂尾楼起家的佳兆业或许未曾料到，有一天自己也要面临烂尾的风险。2014年12月开始，锁房风波、债务违约、资产被申请查封接踵而至。2月6日，随着融创中国和佳兆业的一纸联合公告，郭氏家族将彻底从佳兆业退出，而佳兆业也将被融创全面收购
官员财产公开永远等不来“成熟条件”,政改可以是渐进的，但每一步都应该有明确所指，并与下一个链条环环相扣，不能让“条件不成熟”成为政改拖延的借口，更不能让官员财产公开制度仅在基层、在某地方、在某一特定群体的层面徘徊不前。@光明网评论员文章
不想上班！你有职业倦怠症吗？,“哪怕生病也不想上班”、“不停地换工作，却没一个感到舒心的”……如今，职业倦怠感像流感一样，传染给很多人。工作压力适量，可以让人挑战自我，超越极限则会损害健康。有了职业倦怠感后，人可能会出现暴躁易怒、焦虑不安、失眠抑郁等症状。
投资黄金首饰不妨谨慎点,想来生活在这个时代的人真是幸运，刚看完抢购房子，又看到抢购黄金。而在这太平盛世下，也定然是一道难得的奇观。但把纸币换成黄金这样的财富保存形式，似乎更适于购买金条。如果购买黄金饰品作为资产保值增值的形式，就需要格外的小心了。
如何正确参会？接近大佬，聊好玩的,有的人告诉我，他们觉得最好的收获是递上名片。在每场演讲结束之后，嘉宾都会到我们后场的访谈间，在我和其他媒体采访的过程中，总有人突破志愿者的封锁冲上前来，把自己的名片递给嘉宾，带着惴惴不安的表情说，我们是做什么什么的……
上海光明集团原董事长王宗南被立案调查,他给人的印象是很讲义气，也很有企业家精神。他国际化方面开拓的魄力很大。不知道未来‘光明’的国际化会不会放缓。据相关人士透露，王宗南的事情去年已经传了一阵，当时是说他生病所以下来了，实际上那时已经开始调查。
陆挺：中国明年进真正改革元年,美银美林大中华区首席经济学家陆挺昨日指出，中国经济“硬着陆”的可能性极微，维持明年GDP增速7.1%的判断。他并称，明年可算是真正意义上的改革元年，预计金融及财政改革有实质性进展，土地与户籍改革问题则有望在两年内得到解决。
油价月底下调基本无悬念京广等地或重回7时代,近日塞浦路斯风波引发全球避险情绪升温，国际油价震荡下行，布伦特油价比年内高点已下跌超过9%。3月27日，成品油定价“22个工作日”调条件将满足，机构预测汽油每升可下调0.24元，柴油每升下调0.26元，京广有望重回7时代。
许霆向广东高院申诉要求旧案重审,2013年年初，许霆的微博收到了一封私信，来信的是一位新加坡网友。信中，对方说他曾经在香港和新加坡的银行系统工作过，对这个案子有自己的看法。而正是与这个网友的接触，让许霆长久迷惑的那个结松动了。
海外运营商“低头”联通大降国际漫游费,紧随中国移动，中国联通也开始大幅下调国际漫游费。中国联通方面称，这已经是2009年以来第四次大幅下调国际漫游资费，每次降幅均超过50%，为什么国际漫游资费如此千差万别？而且多年来一直居高不下？其中到底有多大的利润空间以及下调空间？
小米点胶门再发酵：雷军余承东微博掀口水战放狠话,昨日，关于点胶门，双方“口水战”继续升级，雷军表示小米对华为终端的一些做法一直在容忍。而余承东则回应团队中并没有人去黑对手，并暗示小米如果没有大气量的话是成不了大器的。
不能忘却国内品牌的“被收购”之殇,美加净卖出又买回，良机已丧失，复兴之路难；乐百氏曾经辉煌，卖出之后，人走茶凉；哈尔滨啤酒已是外资的哈啤。本土企业被外资并购情况已经屡见不鲜。外资并购是把双刃剑，给国内经济发展注入资金与竞争获利同时，也带来了不少负面影响。
从快男变化看综艺节目的社交玩法,想当初，湖南卫视不仅节目做得好，而且营销方面也经常独辟蹊径，快乐男声在7月18日最新一场全国20强战直播中，已经在尝试一些新的社交玩法，而且取得了不错效果。：主持人微博“投票”，口播增多微博内容，直播细节网友说了算。
高管频频离职凡客调整谋上市,凡客高层变动频繁，反映出公司人事和组织架构的调整。近期凡客与李宁限时特卖已开始在品牌加渠道方面进行探索，还与森马等品牌展开一系列线上合作。分析人士认为，一直以来凡客都在做IPO上市的准备工作，但要短期内实现目标有一定难度。
国美在线裁员超400人：员工称库巴名存实亡,“库巴要比国美在线好很多，因为国美网上商城好多人都是从线下上来的，这些人在门店工作十几年甚至二十多年，他们没有库巴的人懂电商。但是实际上是他们在领导库巴。因为国美网上商城是亲生的，而我们是后妈养的。”杨晓认为，现在的库巴已经名存实亡。
雷士照明内乱当事人表述不一多谜团待解,雷士照明董事长王冬雷与原CEO吴长江，在8日发生肢体冲突之后，于12日公开“诉苦”，向公众“拉票”。双方就同一问题各执一词，难以分清孰是孰非。尽管双方在发布会上剑拔弩张，均认为对方亵渎了法律，但也均未表示会将对方诉诸法律。
“狼”了一年，百度君你到底变了吗？,差不多在去年这个时候，李彦宏一封“鼓励狼性，淘汰小资”的内部邮件让百度内外沸腾。一年过去，百度有何变化？或许可以用这么一句话来总结：百度用“土豪”的方式演绎狼性的凶猛，剑拔弩张转守为攻。
成雅高速1天抓拍174起交通违法:倒车、乱扔垃圾,从14日零点到晚上7点半，19个半小时内，成雅高速一大队共抓拍到174起交通违法行为。其中最多的是不按照规定车道行驶，42起。另外还有在高速路上倒车、占用应急车道等危险行为。蜀叔提醒大家，开车出行要遵纪守法，否则一不小心就会上头条
房贷新政后北京楼市现微妙变化楼盘蓄客量回升,在房贷新政和北京普宅标准调整两大利好政策作用下，楼市再现久违的2倍蓄客量，周末开盘的首开熙悦山澜庭84套房源蓄客200多组。买房人称，房贷新政下发害怕楼市要回暖，所以选择出手。业内指出，四季度北京将迎来抄底时机。
得大妈者得天下理财经理陪跳广场舞陪出千万大客户,大妈阵有一个20岁出头的小伙子，是银行理财经理，跳舞目的是拓展客户。舞蹈队里四分之一队员都是他的客户，其中不乏金卡客户。“一位以前做房地产的阿姨常来看演出，慢慢被我发展成客户，现在在我们行有上千万存款。”财经网
达沃斯年会上的亿万富翁们,每年世界经济论坛年会这几天，达沃斯绝对算是全球财富密度最高的热点。用“富豪”来形容他们有点不够分量，可能“巨富”更合适。2500名参会者中其中至少75位亿万富翁，美国18名；印度17名；俄罗斯9名。去年，这些“极富”的净身家上升2410亿美元。
父母给龙凤胎取名：男娃林志颖女娃林志玲,福建莆田林先生喜得一对龙凤胎，回老家办理出生证明时，他在姓名栏上郑重地填上了“林志颖”、“林志玲”……自此兄妹俩有了明星名儿。林先生说，希望孩子能像那二人一样，做人生赢家。太”任性“了，林志颖和林志玲造吗？
博时基金得力干将“过劳死”金融从业者遭健康考验,博时基金向记者证实，其香港子公司博时的行政总裁李锴于3月11日凌晨突发脑溢血离世，年仅43岁。2009年开始，国内已有多位基金业人士因身体原因相继辞世，“在高薪的背后是外界想象不到的压力”。
北京深圳欲调整普通住宅标准一线松动楼市调控,《上海证券报》报道，北京市住建委近日会同地税部门对普通住宅标准进行了多次讨论，北京市普宅标准调整方案有望于近期出台。“方案最快8、9月就能落地。”业内透露，深圳、上海普宅标准微调的可能性也很大。一线城市也撑不住了？
广州公积金或只能贷款1次刚需改善齐躺枪,近日，公积金管理中心下发通知文件(征求意见稿)，公积金或将只能贷款一次，个人可贷额度也将减少近半。有买家质疑，“有多少投资客是用公积金买房的？彻底让刚需族紧张到愤怒”。亦有人调侃，这是“救市”动作，逼着买家抓紧时间出手。
4G天价资费惹争议中移动千亿投资几时回本？,近日，当当网总裁李国庆在微博发布的一段话再次让4G资费成为热议话题。“一夜不关4G连接，一觉醒来，你的房子都快成移动公司的了。”这段评论被网友大量转发。资费高的问题已成为消费者对于4G不可回避的心病。
华南城市论语：电商3.0引领楼市创新之路,7月30日，新浪乐居举行《电商3.0引领楼市创新之路》论坛，本次活动吸引了广东省房协、广州市房协、广州社科院、暨南大学等多位专家学者参加。与会嘉宾认为，电商3.0让新浪乐居抢占电商制高点，符合世界发展潮流，促使房地产营销多元化，为开发商节省大量营销成本。
丁磊：布局移动游戏谨慎对待页游,网易公司今日宣布截止9月30日第三季度财报，第三季度营收为20亿元，跟去年同期持平；净利润8.12亿元，较去年同期下滑1.7%。网易CEO丁磊在参加分析师电话会议时表示，未来会继续加大对手机平台的投入，在页游方面会比较谨慎
超哥说梦：自媒体争夺战360推捐助平台,本期是《超哥说梦》第一期，讲的是9月自媒体上演争夺大战，以及360推捐助平台。超哥曾在梦中成功预言多次事件，不知这次能否梦境能否成真。PS：超哥现在正在送随身wifi，关注他的微信公众号nzhichao了解详情吧~
超20省市划定国资改革路线图6.7万亿盛宴启动,迄今为止已经有超过20个省市陆续公布了地方国有企业的改革方案。在这些改革方案中，提高国企资产证券化率成为各地国资改革的主要目标。在资本市场上，这场涉及高达6.7万亿元的地方国资改革实践，正成为股市由熊转牛的源动力。
港媒：中国反腐迫使外企反思在华经商手段,“搞关系”一直是跨国公司打入中国市场的一种可靠方式，但跨国公司必须反思其在华经商之道了。今年以来，多家大型跨国企业成为媒体关注焦点，其中包括世界主要金融机构摩根大通和苏黎世保险公司，以及全球最大制药企业之一葛兰素史克。
新华社发文批广深高速暴利,全国高速公路一年收费在4000亿元以上，高速公路被称为“印钞机”。多地高速企业的利润率多在30％以上，超过金融、房地产等行业。广深高速当初投资114亿元，截至2012年已累计收费超过410亿元。某公司一般员工月入万元，项目负责人年薪高达30万元。
探究YOHO!生意经：如何破解垂直电商“骗局”,300万会员，5.3亿元的年销售额，以及3000万元的规模盈利，让YOHO!有货这家脱胎于线下时尚杂志和线上互动社区的电商公司，在2013年给了行业广为流传的“垂直电商必死”论一记响亮的耳光。@YOHO有货
中年万科撞腰青春期绿地地产一哥争霸战升级,2013年，万科的预销售金额为1709.4亿，同比增长21%，绿地房地产业务的预销售金额是1625亿元，同比增长53%。如果两家公司在2014年延续此前一年的增长趋势，绿地有望取代万科成为中国最大的房地产企业。
“排名校服”排掉了多少学生尊严？,淮安市盱眙中学学生称，该校校服编号按照中考成绩排名编制，号码就印在校服胸前和背后。校服作为一个学校的标志，应蕴含更多人文情愫，学习成绩差不能成为歧视理由，为了学校管理如此编制校服标号，是一种赤裸裸的“尊严伤害”。（光明网）
应用宝“私人定制”微信5.1的反思,在微信5.1正式上线前，腾讯公司应用宝早已“私人定制”了“内测版”的微信5.1，通过公众帐号“微信团队”先安卓用户推荐。但抢先体验5.1之前，用户必须下载安装应用宝。PC时代的弹窗与插件，在安卓版微信中，变成了“公众帐号”。
户籍背后的福利：上海的四个样本,2012年年尾，《第一财经日报》记者采访了多位在上海打工的外来务工人员，他们大大小小的福利，都和一样东西拴在一起——户籍。这个小小的本子，维系的不仅是许多人生活的喜怒忧愁，还维系着中国城市化进程的步伐。
王石自我审判:要说背景我也是红二代但靠这个没用,王石:一些开发商和政府官员直接称兄道弟，我不屑于做这个，宁肯栽在买地上。咱比产品、比专业，所以我们最后成功了.要说家庭背景，我父亲是红军，我也是红二代啊，我(当时)岳父是省委副书记。但我要是真靠这个背景做，我有今天么？
每周5名英国人加入“伊斯兰国”,恐怖组织已经不仅仅存在于“遥远的国家”，而是步步逼近。伦敦警察局霍根说，每周平均有5名年轻人奔赴伊拉克和叙利亚。“500多名英国人已经奔赴那里加入极端组织，其中很多人已经返回英国，估计其他人未来几个月或几年也会回到家乡。”
“莆田帮”：垄断中国80%民营医院,莆田曾是个极其贫穷的弹丸之地，因为一个赤脚医生的一剂药方，这里的人开始行医闯荡江湖。从卖狗皮膏药开始，慢慢地延伸到开门诊，后来在公立医院承包科室。2002年，民营医院牌照下发，莆田人开始创办自己的医院。
利用房价泡沫实现人生新机会,常言道：居安思危，未雨绸缪；又云：吃不穷，喝不穷，算计不到就受穷。各个为政治权力所支撑起来的超级城市，已经越来越不适宜于居住和生活，而北京显然位居其首。早起的鸟儿有虫吃，春江水暖鸭先知。机遇属于那些敏锐而果敢的人。
富士康承认雇佣14岁童工现已返回学校,富士康周二证实，公司在内地的一家工厂确实雇佣了一些童工，年龄最小的仅为14岁。谁是富士康学生工利益的代表？谁能保护稚嫩的他们？请给这些即将走向社会的孩子一个答案。
刘铁男狱中建议与渣滓洞狱中八条,刘铁男把犯罪根源追溯到童年生活经历，其建议也只寸目于审批环节。有媒体提起在重庆监狱中，一批中共党员所写被称为“渣滓洞狱中八条”的《狱中意见》，其中反腐建议明确而具体。这种舍命所写的临终建议，才弥足珍贵。@光明网评论员文章
卢布一泻千里俄富豪准备出售NBA球队补损,卖球队、售豪宅也许只是开始，卢布危机之下，俄罗斯土豪们花样百出的抛售可能还在后面。美国NBA首位外籍老板，即将成为历史。13日，俄罗斯土豪米哈伊尔·普罗霍洛夫拥有的NBA球队布鲁克林篮网队，被多方证实，正在多方询价，准备出售。
国美转型下半场：还得过O2O这道坎,作为国美电器总裁，王俊洲主导的这场国美转型的改革，下半场才开始，硬仗还在后面。去年是王俊洲最痛苦的一年，国美出现上市以来首次亏损。今年前三季，国美上市部分收入416.6亿元，同比上升8%；实现净利润5.8亿元，扭亏为盈。
你所不知道的安踏与丁世忠,过去两年，丁世忠走遍中国超过500个地级市—这点在中国商界或许只有娃哈哈董事长宗庆后能与之媲美。为了拓展安踏的电商业务，他亲自拜访亚马逊、凡客、好乐买等公司；为了学习经验，他去拜访竞争对手阿迪达斯的总裁，甚至计划与李宁本人讨论转型问题
南京公园内藏百亩会所：三道岗把关什么都能吃到,南京市方山地质公园内，一栋古典风格的建筑上面写着“文心院”。从山下到山上一共有三道岗，想进去必须要同时持有两件“法宝”：一是文心院的名片。二是要能报得出老板名字。这里环境私密，消费比较高，“想吃什么都能吃到”。
一座城市的期待：成都向世界敞开“财富”之门,6月5日上午，成都小雨淅淅沥沥，温润着宽窄巷子。这张成都名片，新增一座木制大门，左右两扇分别写着几个外界早已耳熟能详的大字：“财富之城”、“成功之都”。　　两年前，《财富》杂志总编辑苏安迪，在...
从腾讯入股京东细节看京东的估值和价值,从交易价格、资产整合及腾讯、京东公布的资产净值，可以部分“窥见”京东的价值。也有不少电商圈资深人士表示，腾讯与阿里的联合“一箭双雕”，一方面能够打压竞争对手阿里巴巴的估值，另一方面能在上市前为京东的故事增添更大想象力。
管理创新风险的艺术,创新程度更高的企业更愿意冒险吗？No！我们调查了《福布斯》全球100家最具创新力企业中的60家美国公司，发现这些企业的β系数(一种风险评估指数）与一般企业并无差异，只是更懂得如何规避风险。下面这份研究为大家分享：企业如何在大胆创新之余进行有效的风险管控
中石化30类产品获准暂不缴消费税每吨省千元,中石化于2月8日下发了消费税有关政策的指导意见，30类石油化工产品暂不申报消费税。这意味着每吨将少缴1000多元消费税。中石化作为炼油企业的龙头，该文件有极大的参考价值，国税总局跟进细则或将以此作为参考。
洋垃圾灰色利益链：利润达数倍或引发大面积疫情,在进口洋垃圾服装的主要集散地广东汕尾碣石镇，目前走私旧服装的运输手段越来越隐蔽。由于通往碣石镇的主要路口设有关卡，专门查大货车偷运走私旧服装，不法分子就采取“蚂蚁搬家”的方式，分散运输，规避检查。
微信将如何改变手游行业？‘游戏大观,gamelook估计微信游戏的峰值日下载量android平台为25万-40万次/天，iOS峰值日均下载量可能在5-10万次/天，可以很明显的作用到iOS免费榜上，形成霸榜效应。下载量的冲击影响到两件事：刷榜成本、收入榜。而另一方面，微信加速了移动用户转化为游戏用户
江南春:未来游戏推广7份流量3份品牌‘游戏大观,做品牌就象吃六味地黄丸，肾功能强了，元气强了，再吃伟哥，高潮强度不一样，转化率会比较高。“最完美结合是既吃了六味地黄丸又吃了伟哥，组合价值比较大。”做品牌30%预算投下去，会导致70%在网上抓流量的那些线上广告转换率高一倍#GMGC#
四川药企急救药瓶内现玻璃碎屑注入可致人死亡,一种临床常见的急救药品，全国每年用量有几千万瓶。但瓶内的玻璃碎屑如碳酸饮料的气泡一样飞旋翻滚，一旦注射到人体，易导致毛细血管堵塞、肉芽肿等，重者碎屑会嵌入脑部血管，危及生命。
一边收缩一边升级匹克许志华：2013年仍不乐观,在体育用品行业集体下滑的大潮中，面对净利润的大幅下滑和平均存货周转天数的上升，匹克二代掌门人许志华主动减少门店数量，加大产品开发，继续走国际化路线。2013年仍旧不容乐观，主动求变才有希望。
APP：哪些公司在刷榜‘游戏大观,大部分移动互联网的创业者都能对刷榜说个一二，而且称很多公司都在刷榜。但被问到自己有没有刷榜，几乎没有一家承认的，甚至一上来就主动撇清。刷榜显然是一件在道德上不那么光彩的事情，为什么还有那么多人去刷呢？
Zynga类社交游戏的“基因老化病”‘游戏大观,社交网络、特别是社交游戏的泡沫正在崩盘？有一种罕见的疾病叫“基因老化病”，小孩子得了这个病之后，会迅速老化，十来岁的小孩宛如老妪。这是一种基因缺陷导致的疾病。Zynga股价大跌的原因固然很多，但这个产业内在的基因缺陷才是其根本。
热酷CEO刘勇：正筹备在纳斯达克上市‘游戏大观,移动互联网有2.5亿智能机用户。恶劣的竞争环境让绝大部分开发者都无法成功，实际只有20%公司能够生存，5%的人能赚到钱，2%的产品能够成功，80%的公司都要被淘汰。中国手游企业又有着什么样困惑，是否将再次点燃中国企业对纳斯达克的热情？
女子在麦当劳喝出蟑螂员工：可能是揭盖后飞进去,近日成都邹女士称，在麦当劳买了杯热巧克力，打开盖子察觉有异物但没在意，喝了几口后用吸管挑起黑黑的东西，才发现是只蟑螂……餐厅称，蟑螂进入杯子内原因还不能确定。目前食药监部门已展开调查。你们说这蟑螂是咋进去的？
13岁女孩为讨薪坠亡：公道天理何在,农民工讨薪成为高发事件，以及成为人们见惯不惊乃至麻木的“风景”，内里涵盖着许多深刻的政治、法律、经济以及社会原因。但是，更说明在中国一些地方，连起码的天理也不行，连根本的天条也敢犯。@光明网评论员文章
百度钱包携手广东联通发布首款通信理财产品沃百富,6月6日，百度钱包与联通联手出招，推出一款全新理财产品“沃百富”，作为一款货币型基金产品，由百度联合富国基金推出。从此话费资金可以通过基金投资获取收益。目前“沃百富”7日年化收益率已高达6%。
阿里发力手游CP回应：与腾讯合作是终极目标,尽管分成比例直接关系到开发者的收益，阿里巴巴也以此赚足了眼球，不过，对于初入游戏行业的阿里来说，在获得一声喝彩之后，随之而来的是CP们的疑虑。@阿里巴巴@腾讯公司
《我是歌手》林志炫自备曲库为黄绮珊让歌,本周五晚《我是歌手》第七场比赛，黄绮珊林志炫将分别以《thepoweroflove》、《opera》出战。但记者了解到，之前的歌单安排并非如此，原本两人都挑中了席琳·迪翁的《thepoweroflove》~最终林志炫让步另作他选~详情：
鲁抗“排污门”事件追踪：抗生素为何进入水体,近几天，关于抗生素与水体污染的新闻频繁爆出。山东“鲁抗医药”被曝光大量偷排抗生素污水引震惊。“鲁抗医药”废水治理中心，检测表明，在其向外偷排污水中，抗生素浓度超自然水体万倍。抗生素究竟怎么会到了水中？（光明日报）
阿玛尼阿迪等频登黑榜罚得不够狠企业无所畏惧,阿玛尼、宝姿、阿迪达斯等“国际品牌”服装频现“质量门”，上海市工商行政管理局最新公布的2014年第二季度流通领域快时尚服装质量抽检结果显示，这些“国际名牌”又赫然在列。专家认为，处罚力度偏弱，违法成本低，才会“无所畏惧”。
小米布局多元化：2500万美元投九安医疗,A股公司九安医疗今日宣布，与XiaomiVenturesLimited（简称“小米投资”）签署投资协议。九安医疗拟通过股权架构调整及人员业务剥离等方式，将iHealth相关全球业务调整至拟新设的独立实体（拟定名为iHealthInc）结构之下。@小米公司
渠道混战，手机厂商怎么玩O2O？,自互联网思维流行以来，传统渠道受到了不小的冲击，借助O2O连通线上和线下，进一步发挥传统渠道的优势，成了不少手机厂商的新选择。O2O很简单，但哪些厂商能玩，该怎么玩？下面就聊一聊手机厂商在O2O战略上的壁垒、风险和挑战。
360好搜卖理念，射向百度的三支冷箭,日前，360总裁齐向东宣布360搜索将正式推出独立品牌——好搜，之前的360搜索充其量只是一个业务名称。这次推“好搜”卖理念，360打出“好人好事”牌，放了百度三支冷箭。表面义正词严，实则色厉内荏。
闪电报销于震寰：做小微创业团队的费用管理专家,闪电报销是一款针对小微企业的费用管理工具。其产品分为三部分，分别针对与费用报销相关的三方：APP端，是管理层用，包括员工直接上级、老板、合伙人等；微信公众号(绑定企业)是员工使用；PC端则主要给公司财务人员使用。
男子骗23岁姑娘上山吃野猪强奸未遂杀人分尸,温州苍南23岁女子小叶跑去丽水见客户后与家人失联。9月26日，小叶不幸遇害，犯罪嫌疑人舒某以请吃野猪肉为由，将其骗至山上。欲实施强奸却遭到反抗的舒某杀害了小叶并分尸掩埋。目前，舒某已被抓获。
iDoNews新硬见：唱衰三星为时过早,三星能不能持续繁荣，基本上就靠系统和软件生态的差异化上了，三星自己对此也心知肚明。之前的Bada、现在跟Intel一起打造的Tizen智能硬件统一平台、以及从GalaxyS3开始开发出一系列适配自己机器的功能化软件，都是例证。
阿里参股20%？华数传媒:或引入战略投资者,阿里巴巴集团公关部总监对于参股华数传媒一事予以否认。但是，华数传媒从上周二开始便已停牌，昨日公司董秘办工作人员对记者透露，停牌是由于需要对定增预案进行调整，其中包括“引入战略投资者”。@阿里巴巴集团
传博瑞10亿元收购《问道》开发商吉比特‘游戏大观,坊间传闻停牌中的博瑞传播将花10亿元收购一家网游公司。而市场传言，公司此次收购对象正是传闻中的网游开发商厦门吉比特。吉比特熊蒲表示，《问道》现在人数和收入都非常不错。“游戏公司不缺现金，如果吉比特上市市值也能值10多亿元”
解密营销4:网游内测，决战的序曲‘游戏大观,一般的产品内测，至少要2次，多到10次的内测，也不是没有。这时候，激活码再不是稀罕物品了，从1000元一枚迅速下降为烂大街的人见人送的物品。进行小额度的高频度投放，是连续多次验证、维护、宣传、拔高产品期待度和知名度的有效手段
中国游客在埃及神庙写到此一游当事孩子父母道歉,埃及3千年神庙浮雕出现“丁锦昊到此一游”涂鸦后，“丁锦昊”真实身份被人肉出来——南京一名初中生。丁锦昊父母公开道歉，恳请大家给孩子一次机会。网友称人肉丁某因感觉耻辱，律师表示发人肉搜索信息属侵权
金牌房产经纪晒收入:年收入过50万并不难,每月信用卡账单上，在护肤美容上的费用不下2万元，随手就买150平米的房子……不要颤抖，这仅是一名普通房产经纪人的生活。据统计，房产经纪人收入较去年上升近3成，部分“超级卖手”年收入更是破百万。
游戏商:Win8将带来更多创收机遇‘游戏大观,在日益兴盛的PC游戏领域，多数游戏开发商认为，Windows8将推动PC游戏产业的发展。“对于游戏开发者，Windows8代表着一次巨大的机遇。Windows8可以帮助微软从桌面平台转型，同时也为开发者带来了更多的创收机遇。
住建部专家:房价上涨不能简单地归咎于调控不力,住建部政策研究中心主任秦虹表示，供需失衡致使一线城市房价上涨。部分城市房价上涨明显，是众多社会问题的集中表现，其背后的原因是极其复杂的，不能简单地归咎于调控政策不力，尽管调控政策也有需完善的地方。
三大利好促京二手房市场迎“暖冬”,央行9·30房贷新政、北京普宅标准调整、三部门下发公积金贷款新政……受这些利好因素影响，市场反弹冲动已十分明显。据伟业我爱我家市场研究院监测，10月上半月，经北京我爱我家成交的二手房买卖合同签订量环比增长108.9%，同比增长59.1%。
哈佛案例：董事会上的中西大战（节选）,在多元化的环境下，我们必须提醒自己不要跳入一个陷阱中，这就是做“是非题”的陷阱。也就是说，我们不要简单地做判断：谁是好的，谁是坏的；谁是对的，谁是错的。如果我们把一个多元化、多选项的题目当成了简单的是非选择题，就无解了。
京津冀遭遇最后一公里之困：需谈的东西太多,“如果能多一些通往北京的路就好了。”这可能是燕郊10万“钟摆族”的共同心声。每天不亚于春运的挤车大战，让燕郊的上班族苦不堪言。尽管只有一河之隔，被称为离北京最近的地区，但燕郊和北京交通却仅有两条路相连……
北京购房人税负承受力接近极限,北京严格执行国五条20%个税，增大房源交易难度，买方对税费“转嫁”承受力已近极限。目前成交二手房以少税和无税房为主。业内人士称，5月新房开盘量增加，交易量、价格逐步提高；二手房将走出观望。4月很可能是2013年最低点，现在正是购房时机。
传阿里欲投资91无线收购整条产业链‘游戏大观,阿里巴巴正在尝试用投资拉动生态布局，且势头凶猛。昨日有投资人士向《第一财经日报》透露，91无线正考虑暂缓以“介绍上市”方式在港交所上市，并接纳阿里投资。尽管上述消息遭91无线一定程度的否认，但阿里围绕移动生态投资布局已非常明显
GREE的欧美市场扩张之路‘游戏大观,在2011年4月以1.04亿美元收购OpenFeint之前，GREE就已经开始了其全球扩张的道路。GREE很有钱，但是这家日本公司实际上在欧美的发展之路如何？为此，我们专门查看了AppStore数据。
千亿专项维修金沉睡：全国最高使用率仅1.47%,据北京住房公积金管理中心官方发布的数据，截至2013年5月31日，北京已累计归集商品住宅专项维修资金346.19亿，使用仅5.1亿，比其产生的利息还要少，而北京1.47%的使用率却已在全国遥遥领先。维修资金管理规范的缺失问题如何解决？
王石忧万科熬不过十年潘石屹指一年见分晓,王石放言担忧“下一个倒下的是万科”，任志强了神补刀称道：“也许没有十年的机会了”。潘石屹更是毫不客气地点评道：“我觉得太乐观了。企业家考虑问题要考虑得短一点，最好不要超过一年，就永远有一个想法，一年之后会不会倒下去。
A股雄起仍会是一个遥远的梦吗？,回顾过去十年的A股走势图，如果有哪个画家给这幅走势图画上浓妆淡抹的油彩，那一定是一幅震人心弦的山峦走势图。在这幅图景中，绝没有《富春山居图》的悠远与灵秀，不会让你产生一蓑一笠、独钓清江的闲适和诗情。
个人房贷利率零优惠蔓延银行主动放慢放款节奏,相关数据显示，北京22家银行的房贷利率，除建行和星展银行执行8.5折，交行和招行分别有9折和9.5折优惠以外，其余18家银行都执行基准利率，其中8家银行出现停贷情况。同时，银行房贷放款节奏也在减慢，甚至超过一个月。
广州确诊登革热病例1021例,6月以来，继广州多个区发生登革热疫情后，佛山南海、顺德、中山镇、江门江海区等地也相继出现本地聚集性病例。目前全省共有1145例登革热患者，较去年上升2倍多！重症患者会出现休克、出血甚至死亡，别被蚊子咬！via南方日报
